question,answer,contexts,ground_truth,context_precision,answer_relevancy,context_recall,faithfulness,answer_similarity,context_entity_recall
Posso fazer dupla graduação?,"Desculpe, mas eu não sei te responder.","['exemplo, ou simplesmente quando expressa seu desejo\nde desistir do curso) ou compulsoriamente (o que acon-\ntece quando se esgota o tempo máximo de permanência\nno curso e este ainda não foi concluído, ou quando não\nsão cumpridos requisitos mínimos de desempenho aca-\ndêmico). Assim, você pode ser desligado(a) se\n1. não cursar com aprovação pelo menos quatro\ncomponentes do curso em dois semestres letivos\nregulares consecutivos; ou\n2. for reprovado(a) três vezes em um mesmo compo-\nnente curricular; ou\n3. não cumprir condição imposta (veja à frente o que\nsão as condições).gatória, pois a terceira reprovação implicará no desliga-\nmento. Nesse caso, você tem uma “condição” a cumprir\npara sair do risco, que é cursar a disciplina com aprova-\nção. O mesmo ocorre se você chegar perto do limite de\npermanência no curso e ainda tiver muitos componentes\ncurriculares a cumprir, situação em que você estará em\nrisco e precisará cumprir a condição de concluir o curso\nem determinado semestre. Porém, a depender da situa-\nção, é possível ter uma dessas condições convertida em\noutra. Por exemplo, pode ser exigido que você obtenha\naprovação em disciplinas que somem o mínimo de cré-\nditos por semestre definido para o curso, em cada umGRADUAÇÃO UnB\nManual para estudantes\nProf.? Márcia Abrahão Moura\nReitora\nProf. Enrique Huelva Unternbãumen\nVice-reitor\nProf. Diêgo Madureira\nDecano de Ensino de Graduação\nProf. Lúcio Remuzat Rennó Junior\nDecano de Pós-Graduação\nProf.º Maria Emília Walter\nDecana de Pesquisa e Inovação\nProf.º Olgamir Amancia\nDecana de Extensão\nProf. Ileno Izídio da Costa\nDecano de Assuntos Comunitários\nMaria do Socorro Mendes Gomes\nDecana de Gestão de Pessoas\nProf.º Rozana Reigota Naves\nDecana de Administração\nProf.º Denise Imbroisi\nDecana de Planejamento e Orçamento\nEditorial\nMárcia Abranão Moura\nEnrique Huelva Unternbãumen\nDiêgo Madureira (DEG) (Organizador)']","A UnB permite a realização de dupla graduação, desde que os requisitos específicos sejam cumpridos.",0.9999999999,0.0,1.0,,0.8180048018897639,0.0
O que é o plano de ensino?,"No contexto da Universidade de Brasília (UnB), o Plano de Ensino é um documento apresentado pelo professor responsável por uma disciplina ou atividade no início de cada semestre. Nele, ficam claras as regras do jogo, incluindo a forma de avaliação, metodologia utilizada, cronograma de conteúdos e atividades, bibliografia recomendada, entre outras informações importantes para os estudantes.","['CEPE — Conselho de Ensino, Pesquisa e\nExtensão\nDEG — Decanato de Ensino de Graduação\nDEX — Decanato de Extensão\nDPG -— Decanato de Pós-Graduação\nEAD — ensino a distância\nIFE — intituição federal de ensino superior\nIRA- Índice de Rendimento Acadêmico\nMOODLE — software livre de apoio à aprendizagem em ambiente virtual\nPPC — projeto pedagógico do curso\nSAA — Secretaria de Administração Acadêmica\nSEI — Sistema Eletrônico de Informação\nSIGAA -— Sistema de Administração de Atividades Acadêmicas\nTCC — trabalho de conclusão de curso\nTCE — termo de compromisso de estágio\nTJ — trancamento parcial de matrícula excepcional e justificadoCaso seu pedido seja indeferido, você ainda pode en-\ntrar com recurso à CEG. Mas, se seu pedido for defe-\nrido, haverá um período probatório em que você terá\numa condição a cumprir para não ser novamente des-\nligado(a). Para isso, seu curso indicará um(a) profes-\nsor(a) para te ajudar quanto à estratégia a ser adotada\npara sua recuperação acadêmica.\nPlano de ensino\nNo início de cada semestre, o(a) profes-\nsor(a) responsável por uma disciplina\nou atividade deve apresentar plano de\nensino em que fiquem claras as regras\ndo jogo! Ou seja, qual a forma de ava-\nliação, a metodologia utilizada, o cro-\nnograma de conteúdos e atividades, a\nbibliografia recomendada etc.\nNecessidades\nespecíficasestratégias para o ensino, a aprendizagem e a avalia-\nção. Você pode acessar o PPC do seu curso no portal\npúblico do SIGAA.\nEstrutura curricular\n(currículo do curso)\nO currículo do seu curso, basicamente, indica quais são\nos componentes curriculares que você precisa cursar\npara obter o diploma: é, portanto, o que dá a cara do seu\ncurso, definindo, em parte, qual será seu perfil profissio-\nnal depois de formado(a). As estruturas curriculares são\nconstruídas com base nas leis e nas orientações especí-\nficas do MEC e estão em constante atualização. Ou seja,\na estrutura curricular pode ser alterada enquanto você\nestiver na UnB e, nesse caso, é sempre interessante mi-']","O plano de ensino é um documento elaborado pelo professor que detalha o programa da disciplina, cronograma e critérios de avaliação.",0.9999999999,0.9277973828303955,,,0.8943692692111085,0.0
Estágio é obrigatório?,"Sim, o estágio que faz parte dos requisitos para a conclusão do curso (seja na modalidade de componente obrigatório ou optativo) é obrigatório. Nesse caso, como você ganhará créditos que contarão para sua formatura, a lei permite que o estágio seja remunerado ou não remunerado.","['É obrigatório o estágio que faz parte dos requisitos para a\nconclusão do curso (seja na modalidade de componente\nobrigatório ou optativo). Nesse caso, como você ganhará\ncréditos que contarão para sua formatura, a lei permite\nque o estágio seja remunerado ou não remunerado.\nEstágio não obrigatório\nÉ a atividade opcional ou complementar regulamentada\npor cada curso e orientada para a complementação da\nformação acadêmica e profissional, realizada por livre\nescolha do(a) estudante: ou seja, nesse caso, você não\nganha créditos, mas precisa receber alguma remunera-\nção, que é uma obrigação legal.\nInformações\nimportantes\nsobre estágio\nÉ possível converter um estágio nãoManual de Orientações no Módulo de Estágio do \nSistema Integrado de Gerenciamento de Atividades \nAcadêmicas (SIGAA)  \n \n Estágio Não Obrigatório  \n– Discentes – \n \n \n \n \n \n \n \n \n \n \nBrasília, 19 de agosto de 2022Manual de Orientações no Módulo de Estágio \ndo Sistema Integrado de Gerenciamento de \nAtividades Acadêmicas (SIGAA)  \n \n Estágio Curricular Obrigatório \n– Discentes – \n \n \n \n \n \n \n \n \nBrasília, 19 de agosto de 2022']","O estágio pode ser obrigatório em alguns cursos, sendo um componente essencial para a conclusão da graduação.",0.9999999999,0.906207042773285,0.5,,0.8815442346451362,0.4999999975
Preciso assinar algum documento para o estágio?,"Sim, você precisa assinar um documento para o estágio. De acordo com as informações fornecidas, é necessário enviar um arquivo PDF assinado pela empresa/local de estágio, pelo supervisor e pelo discente. Este documento é utilizado para gerenciar seu estágio e preencher os relatórios periódico e final.","['ASSINADO PARA A EMPRESA/LOCAL DE ESTÁGIO? ...................................... 19 \nPARA GERENCIAR SEU ESTÁGIO E PREENCHER OS RELATÓRIOS PERIÓDICO E \nFINAL .......................................................................................................... 21formato pdf, com as seguintes assinaturas: do(a) representante da empresa, do(a) \nsupervisor(a) e do(a) discente. \n \n25) Neste caso, não será realizado o registro no SIGAA, apenas o envio do documento, conforme \nas orientações do item anterior. \n \n \nMEU ESTÁGIO ESTÁ ATIVO. COMO FAÇO PARA MANDAR O ARQUIVO \npdf ASSINADO PARA A EMPRESA/LOCAL DE ESTÁGIO? \n \n \n26) Na página inicial, clicar no menu: Estágio → Gerenciar EstágiosATIVO ......................................................................................................... 17 \nENVIO DE TERMO DE RESCISÃO OU CANCELAMENTO DE ESTÁGIO NÃO \nOBRIGATÓRIO ............................................................................................. 18 \nMEU ESTÁGIO ESTÁ ATIVO. COMO FAÇO PARA MANDAR O ARQUIVO pdf \nASSINADO PARA A EMPRESA/LOCAL DE ESTÁGIO? ...................................... 18 \nPARA GERENCIAR SEU ESTÁGIO E PREENCHER O RELATÓRIO FINAL ............. 19']","Para realizar o estágio, o estudante precisa assinar o Termo de Compromisso de Estágio, que formaliza o acordo entre as partes envolvidas.",0.9999999999,0.9088621376045456,0.6666666666666666,,0.8594396684620053,0.0
"Sobre a formatura, o que devo saber?","Para concluir o curso e obter o diploma da Universidade de Brasília (UnB), você deve cumprir os seguintes requisitos:

* Ser aprovado(a) em todos os componentes curriculares obrigatórios do curso;
* Integralizar o número de horas exigidas pelo curso;
* Participar da outorga de grau.

Além disso, no período de conclusão do curso, é necessário encaminhar via SIGAA (Sistema Integrado de Gestão Acadêmica) seu RG e o comprovante de conclusão do ensino médio para iniciar os trâmites da formatura.","['é muito importante que você se prepare para o proces-\nso, olhando a lista de disciplinas ofertadas, seu histó-\nrico escolar e o fluxo do seu curso, além de observar\na reserva de vagas nas turmas de cada componente\ncurricular em que você deseja se matricular. Cada uma\ndessas informações te ajudará a montar sua grade de\nmaneira que, antes de começar o período de matrículas\noficial você já tenha um plano de matrícula que defi-\nna quais componentes curriculares você precisa cursar\ne qual a melhor estratégia para conseguir a sua vaga.\nDepois da matrícula\nÉ importante checar, ao final do processo (e também\ndurante o semestre) se houve alguma alteração indevi-gatória, pois a terceira reprovação implicará no desliga-\nmento. Nesse caso, você tem uma “condição” a cumprir\npara sair do risco, que é cursar a disciplina com aprova-\nção. O mesmo ocorre se você chegar perto do limite de\npermanência no curso e ainda tiver muitos componentes\ncurriculares a cumprir, situação em que você estará em\nrisco e precisará cumprir a condição de concluir o curso\nem determinado semestre. Porém, a depender da situa-\nção, é possível ter uma dessas condições convertida em\noutra. Por exemplo, pode ser exigido que você obtenha\naprovação em disciplinas que somem o mínimo de cré-\nditos por semestre definido para o curso, em cada umFormatura\nPara a conclusão do curso e a obtenção do diploma,\no(a) estudante deverá cumprir os seguintes requisitos:\ne ser aprovado(a) em todos os componentes\ncurriculares obrigatórios do curso;\ne integralizar o número de horas exigidas; e\ne participar da outorga de grau.\nNo período de conclusão do curso, o(a) estudante de-\nverá encaminhar via SIGAA seu RG e o comprovante\nde conclusão do ensino médio para iniciar os trâmites\nEs\nda formatura.\nColação de Grau\nA colação de grau é a cerimônia formal, organizada de\nforma autônoma pelos institutos e faculdades da UnB,\nem que você receberá seu título de graduado(a). Esse\ntítulo pode ser concedido antecipadamente em situa-']","Para a formatura, o estudante deve cumprir todos os componentes curriculares e requisitos para a integralização do curso.",0.9999999999,0.8497313443900025,0.75,,0.8720812474567952,0.0
O que acontece na colação de grau?,"A colação de grau é a cerimônia formal, organizada de forma autônoma pelos institutos e faculdades da UnB, em que você receberá seu título de graduado(a). Esse título pode ser concedido antecipadamente em situações específicas.","['gatória, pois a terceira reprovação implicará no desliga-\nmento. Nesse caso, você tem uma “condição” a cumprir\npara sair do risco, que é cursar a disciplina com aprova-\nção. O mesmo ocorre se você chegar perto do limite de\npermanência no curso e ainda tiver muitos componentes\ncurriculares a cumprir, situação em que você estará em\nrisco e precisará cumprir a condição de concluir o curso\nem determinado semestre. Porém, a depender da situa-\nção, é possível ter uma dessas condições convertida em\noutra. Por exemplo, pode ser exigido que você obtenha\naprovação em disciplinas que somem o mínimo de cré-\nditos por semestre definido para o curso, em cada umFormatura\nPara a conclusão do curso e a obtenção do diploma,\no(a) estudante deverá cumprir os seguintes requisitos:\ne ser aprovado(a) em todos os componentes\ncurriculares obrigatórios do curso;\ne integralizar o número de horas exigidas; e\ne participar da outorga de grau.\nNo período de conclusão do curso, o(a) estudante de-\nverá encaminhar via SIGAA seu RG e o comprovante\nde conclusão do ensino médio para iniciar os trâmites\nEs\nda formatura.\nColação de Grau\nA colação de grau é a cerimônia formal, organizada de\nforma autônoma pelos institutos e faculdades da UnB,\nem que você receberá seu título de graduado(a). Esse\ntítulo pode ser concedido antecipadamente em situa-GRADUAÇÃO UnB\nManual para estudantes\nProf.? Márcia Abrahão Moura\nReitora\nProf. Enrique Huelva Unternbãumen\nVice-reitor\nProf. Diêgo Madureira\nDecano de Ensino de Graduação\nProf. Lúcio Remuzat Rennó Junior\nDecano de Pós-Graduação\nProf.º Maria Emília Walter\nDecana de Pesquisa e Inovação\nProf.º Olgamir Amancia\nDecana de Extensão\nProf. Ileno Izídio da Costa\nDecano de Assuntos Comunitários\nMaria do Socorro Mendes Gomes\nDecana de Gestão de Pessoas\nProf.º Rozana Reigota Naves\nDecana de Administração\nProf.º Denise Imbroisi\nDecana de Planejamento e Orçamento\nEditorial\nMárcia Abranão Moura\nEnrique Huelva Unternbãumen\nDiêgo Madureira (DEG) (Organizador)']","Na colação de grau, o estudante recebe oficialmente o diploma, concluindo sua trajetória acadêmica na graduação.",0.9999999999,0.8624073796884696,,,0.8605474174498646,0.0
Existe intercâmbio na unb?,"Sim, existe intercâmbio na UnB. A instituição oferece oportunidades de intercâmbio e mobilidade acadêmica, permitindo que os estudantes cursassem disciplinas em outras universidades pelo país ou no exterior. Além disso, a UnB também participa do convênio firmado entre as Instituições Federais de Ensino Superior (IFES), o que permite a mobilidade de estudantes de graduação entre as instituições-membro da Associação.","['que fica para toda a vida, propiciando\nformação para transformação da\nsociedade. Quem sabe até dá para\nse empolgar em fazer um mestrado\nou doutorado. |\n+\nIntercâmbio e dd\nmobilidade acadêmica\nA UnB é um mundo, mas seu mundo não precisa ser só *\nna UnB! Fique atento(a) para as oportunidades de inter-\ncâmbio e mobilidade acadêmica (que é a possibilidade\nde cursar disciplinas em outras universidades pelo país\nou no exterior e aproveitar no seu histórico).\nA mobilidade nacional é fruto de convênio firmado en-\ntre as diversas Instituições Federais de Ensino Supe-\nrior (IFES) que permite a mobilidade de estudantes de *\ngraduação entre as instituições-membro da Associação(Sim, você vai ter seu próprio endereço de\ne-mail da UnB, que será seu número de\nmatrícula seguido de (Daluno.unb.br!). O\ne-mail institucional será o principal canal\nde comunicação com a instituição, portan-chance de reestabelecer seu vínculo com a UnB por\nmeio do processo de reintegração.\n48\nReintegração\nAo ser oficialmente comunicado(a) sobre seu desliga-\nmento, você poderá solicitar sua reintegração em um\nprazo máximo de até dois anos, após a formalização do\ndesligamento. A solicitação será realizada por peticio-\nnamento eletrônico, apresentando argumentos e com-\nprovantes que fundamentem seu pedido de reintegra-\nção. Seu processo será então analisado no sentido de\nse verificar as suas condições de superar as dificulda-\ndes que levaram ao desligamento. Mas fique atento(a),\nexistem prazos que você precisa seguir rigorosamente.\nVeja os detalhes em www.deg.unb.br.']","A UnB oferece programas de intercâmbio e mobilidade internacional com universidades parceiras, permitindo que estudantes realizem parte dos estudos no exterior.",0.9999999999,0.8942437028672944,0.5,,0.8594397811898346,0.4999999975
O que é a monitoria?,"A monitoria é um programa de apoio acadêmico em que estudantes mais experientes e com destacado desempenho acadêmico auxiliam outros(as) estudantes a se integrarem à Universidade e a potencializarem a aprendizagem, sob a coordenação pedagógica docente.","['só é possível exercer monitoria em componentes curriculares nos quais você já tenha sido \naprovado(a).\nInformações adicionais podem ser consultadas\nem www.deg.unb.br/monitoria-caa.\nTutoria\nA tutoria de graduação integra o con-\njunto de ações do Decanato de Ensi-\nno de Graduação (DEG) que visam à\nmelhoria da qualidade do ensino e da\naprendizagem, para a redução dos ín-\ndices de reprovação e evasão na UnB.\nTrata-se, portanto, de um programa de\napoio acadêmico em que estudantes\nmais experientes e com destacado de-\nsempenho acadêmico, sob a coorde-\nnação pedagógica docente, auxiliam\noutros(as) estudantes a se integrarem\nà Universidade e a potencializarem\na aprendizagem.experimentação e da aprendizagem de diferentes ativi-\ndades, propiciando melhor formação acadêmica e pos-\nsibilitando os primeiros contatos com a docência.\nEm termos curriculares, a monitoria terá carga horária\nde 30h e será registrada no histórico escolar como ativi-\ndade eletiva (módulo livre).\nSe você tiver interesse em ser monitor(a) de alguma dis-\nciplina, procure o(a) professor(a) responsável, pois ele(a)\nlhe fornecerá as informações sobre o procedimento de\nseleção de monitores(as) daquela disciplina. Lembre-se,\nsó é possível exercer monitoria em componentes curriculares nos quais você já tenha sido \naprovado(a).\nInformações adicionais podem ser consultadaso(a) coordenador(a) de curso ou seu centro acadêmico\npara se informar das iniciativas disponíveis e não dei-\nxe de participar. Além disso, a UnB oferece várias so-\nluções para apoiar você caso haja alguma dificuldade\nacadêmica ou necessidade de apoio psicológico ou de ajuda socioeconômica.\nAjuda acadêmica\nMonitoria\nA atividade de monitoria permite conhecer novas práti-\ncas e experiências pedagógicas que visam fortalecer a\narticulação entre teoria e prática, bem como a integra-\nção curricular em diferentes aspectos. Um dos princi-\npais objetivos da monitoria é promover a cooperação\nmútua entre estudantes e professores(as), por meio da']","A monitoria é uma atividade acadêmica na qual os estudantes selecionados auxiliam professores no ensino de disciplinas, sob orientação docente.",0.9999999999,0.9052312138866155,0.75,,0.9419814630666292,0.7499999981250001
Como posso ser monitor?,"Para ser monitor(a), você deve procurar o professor(a) responsável pela disciplina em que deseja exercer a monitoria. Eles lhe fornecerão as informações sobre o procedimento de seleção de monitores(as) daquela disciplina. Lembre-se de que só é possível exercer monitoria em componentes curriculares nos quais você já tenha sido aprovado(a). Além disso, você pode consultar informações adicionais no site www.deg.unb.br/monitoria-caa.","['experimentação e da aprendizagem de diferentes ativi-\ndades, propiciando melhor formação acadêmica e pos-\nsibilitando os primeiros contatos com a docência.\nEm termos curriculares, a monitoria terá carga horária\nde 30h e será registrada no histórico escolar como ativi-\ndade eletiva (módulo livre).\nSe você tiver interesse em ser monitor(a) de alguma dis-\nciplina, procure o(a) professor(a) responsável, pois ele(a)\nlhe fornecerá as informações sobre o procedimento de\nseleção de monitores(as) daquela disciplina. Lembre-se,\nsó é possível exercer monitoria em componentes curriculares nos quais você já tenha sido \naprovado(a).\nInformações adicionais podem ser consultadassó é possível exercer monitoria em componentes curriculares nos quais você já tenha sido \naprovado(a).\nInformações adicionais podem ser consultadas\nem www.deg.unb.br/monitoria-caa.\nTutoria\nA tutoria de graduação integra o con-\njunto de ações do Decanato de Ensi-\nno de Graduação (DEG) que visam à\nmelhoria da qualidade do ensino e da\naprendizagem, para a redução dos ín-\ndices de reprovação e evasão na UnB.\nTrata-se, portanto, de um programa de\napoio acadêmico em que estudantes\nmais experientes e com destacado de-\nsempenho acadêmico, sob a coorde-\nnação pedagógica docente, auxiliam\noutros(as) estudantes a se integrarem\nà Universidade e a potencializarem\na aprendizagem.é muito importante que você os conheça muito bem. As\nnormas são formuladas por órgãos colegiados, como\no colegiado do curso, no âmbito do próprio curso, e os\nconselhos, no âmbito de cada unidade acadêmica (fa-\nculdade, instituto etc.). No âmbito de toda a Universi-\ndade, os colegiados responsáveis pela elaboração das\nnormas são a Câmara de Ensino de Graduação (CEG)\ne o Conselho de Ensino, Pesquisa e Extensão (CEPE).\nÉ muito importante estar atento(a) às atualizações das\nnormas (pois elas ocorrem com alguma frequência) e\nparticipar das discussões no âmbito desses órgãos (em\ntodos há representação estudantil).\nRevisão de menção\nCaso discorde da menção que recebeu, você deverá']","Para ser monitor, o estudante deve participar do processo seletivo organizado pelo departamento responsável.",0.9999999999,0.9241268037633287,,,0.8628809243164934,0.0
O que é a tutoria?,"A tutoria de graduação é um programa de apoio acadêmico da UnB que visa melhorar a qualidade do ensino e da aprendizagem, reduzindo os índices de reprovação e evasão. Nesse contexto, estudantes mais experientes e com destacado desempenho acadêmico ajudam outros(as) estudantes a se integrarem à Universidade e a potencializarem a aprendizagem, sob a coordenação pedagógica docente.","['gatória, pois a terceira reprovação implicará no desliga-\nmento. Nesse caso, você tem uma “condição” a cumprir\npara sair do risco, que é cursar a disciplina com aprova-\nção. O mesmo ocorre se você chegar perto do limite de\npermanência no curso e ainda tiver muitos componentes\ncurriculares a cumprir, situação em que você estará em\nrisco e precisará cumprir a condição de concluir o curso\nem determinado semestre. Porém, a depender da situa-\nção, é possível ter uma dessas condições convertida em\noutra. Por exemplo, pode ser exigido que você obtenha\naprovação em disciplinas que somem o mínimo de cré-\nditos por semestre definido para o curso, em cada umsó é possível exercer monitoria em componentes curriculares nos quais você já tenha sido \naprovado(a).\nInformações adicionais podem ser consultadas\nem www.deg.unb.br/monitoria-caa.\nTutoria\nA tutoria de graduação integra o con-\njunto de ações do Decanato de Ensi-\nno de Graduação (DEG) que visam à\nmelhoria da qualidade do ensino e da\naprendizagem, para a redução dos ín-\ndices de reprovação e evasão na UnB.\nTrata-se, portanto, de um programa de\napoio acadêmico em que estudantes\nmais experientes e com destacado de-\nsempenho acadêmico, sob a coorde-\nnação pedagógica docente, auxiliam\noutros(as) estudantes a se integrarem\nà Universidade e a potencializarem\na aprendizagem.SIGAA -— Sistema de Administração de Atividades Acadêmicas\nTCC — trabalho de conclusão de curso\nTCE — termo de compromisso de estágio\nTJ — trancamento parcial de matrícula excepcional e justificado\nTR — trancamento parcial de matrícula ou trancamento automático de disciplina\nUAB — Universidade Aberta do Brasil\nUnB — Universidade de Brasília']",A tutoria é um programa de acompanhamento acadêmico e orientação oferecido aos estudantes para auxiliar em sua trajetória na graduação.,0.9999999999,0.902540194866395,0.3333333333333333,,0.8725005109853893,0.0
Qual é a diferença entre tutoria e monitoria?,"A tutoria é um programa de apoio acadêmico em que estudantes mais experientes e com destacado desempenho acadêmico ajudam outros(as) estudantes a se integrarem à Universidade e a potencializarem a aprendizagem, sob a coordenação pedagógica docente.

Já a monitoria é o exercício de atividades de apoio em componentes curriculares nos quais você já tenha sido aprovado(a), com carga horária de 30h e registrada no histórico escolar como atividade eletiva (módulo livre).","['só é possível exercer monitoria em componentes curriculares nos quais você já tenha sido \naprovado(a).\nInformações adicionais podem ser consultadas\nem www.deg.unb.br/monitoria-caa.\nTutoria\nA tutoria de graduação integra o con-\njunto de ações do Decanato de Ensi-\nno de Graduação (DEG) que visam à\nmelhoria da qualidade do ensino e da\naprendizagem, para a redução dos ín-\ndices de reprovação e evasão na UnB.\nTrata-se, portanto, de um programa de\napoio acadêmico em que estudantes\nmais experientes e com destacado de-\nsempenho acadêmico, sob a coorde-\nnação pedagógica docente, auxiliam\noutros(as) estudantes a se integrarem\nà Universidade e a potencializarem\na aprendizagem.experimentação e da aprendizagem de diferentes ativi-\ndades, propiciando melhor formação acadêmica e pos-\nsibilitando os primeiros contatos com a docência.\nEm termos curriculares, a monitoria terá carga horária\nde 30h e será registrada no histórico escolar como ativi-\ndade eletiva (módulo livre).\nSe você tiver interesse em ser monitor(a) de alguma dis-\nciplina, procure o(a) professor(a) responsável, pois ele(a)\nlhe fornecerá as informações sobre o procedimento de\nseleção de monitores(as) daquela disciplina. Lembre-se,\nsó é possível exercer monitoria em componentes curriculares nos quais você já tenha sido \naprovado(a).\nInformações adicionais podem ser consultadasCEPE — Conselho de Ensino, Pesquisa e\nExtensão\nDEG — Decanato de Ensino de Graduação\nDEX — Decanato de Extensão\nDPG -— Decanato de Pós-Graduação\nEAD — ensino a distância\nIFE — intituição federal de ensino superior\nIRA- Índice de Rendimento Acadêmico\nMOODLE — software livre de apoio à aprendizagem em ambiente virtual\nPPC — projeto pedagógico do curso\nSAA — Secretaria de Administração Acadêmica\nSEI — Sistema Eletrônico de Informação\nSIGAA -— Sistema de Administração de Atividades Acadêmicas\nTCC — trabalho de conclusão de curso\nTCE — termo de compromisso de estágio\nTJ — trancamento parcial de matrícula excepcional e justificado']","A principal diferença entre tutoria e monitoria é que a monitoria envolve apoio direto no ensino de disciplinas, enquanto a tutoria oferece orientação acadêmica.",0.9999999999,0.876531598593146,,,0.9021586981279832,0.0
Existem programas de ajuda na UnB?,"Sim, existem vários programas de ajuda disponíveis na Universidade de Brasília (UnB). Além disso, a UnB oferece várias soluções para apoiar os estudantes caso haja alguma dificuldade acadêmica ou necessidade de apoio psicológico ou de ajuda socioeconômica.","['Preciso Ao:\nde ajuda Ss\nNa UnB, a gente caminha junto, sempre. Por isso, há\nvárias iniciativas de integração e acolhimento. Alguns\ncursos realizam atividades específicas para auxiliar na\nadaptação ao ritmo de vida no ensino superior. Tam-\nbém podem acontecer cursos extracurriculares com\nconteúdos ou aspectos relevantes da prática da sua O\nfutura profissão. Esses cursos e acolhimento ocor- O\nrem mais comumente durante a Semana Universitária,\nevento anual da UnB promovida pelo DEX. Consulte\no(a) coordenador(a) de curso ou seu centro acadêmico\npara se informar das iniciativas disponíveis e não dei-\nxe de participar. Além disso, a UnB oferece várias so-permanência dos(as) estudantes socioeconomicamen-\nte vulneráveis e/ou em risco social na UnB. Esses pro-\ngramas oferecem desde instalações para moradia até\nalimentação, passando por auxílios em dinheiro para\nmanutenção das necessidades básicas. Essas ações\nconstituem a Política de Assistência Estudantil da UnB.\nSe você se enquadra nessa situação, precisa ficar aten-\nto(a) às regras e prazos para participar desses progra-\nmas e ter direito aos benefícios.\nAlguns exemplos de programas estão listados abaixo.\nPrograma Bolsa Alimentação no Restaurante\nUniversitário\nPrograma Moradia Estudantil da Graduação (PME-\n-G) nas modalidades Auxílio Moradia, Vaga nao(a) coordenador(a) de curso ou seu centro acadêmico\npara se informar das iniciativas disponíveis e não dei-\nxe de participar. Além disso, a UnB oferece várias so-\nluções para apoiar você caso haja alguma dificuldade\nacadêmica ou necessidade de apoio psicológico ou de ajuda socioeconômica.\nAjuda acadêmica\nMonitoria\nA atividade de monitoria permite conhecer novas práti-\ncas e experiências pedagógicas que visam fortalecer a\narticulação entre teoria e prática, bem como a integra-\nção curricular em diferentes aspectos. Um dos princi-\npais objetivos da monitoria é promover a cooperação\nmútua entre estudantes e professores(as), por meio da']","Existem diversos programas de ajuda na UnB, como assistência estudantil, bolsas de estudo, auxílio financeiro e programas de apoio acadêmico.",0.9999999999,0.8849568219389271,0.8,,0.9082699595076861,0.1999999996
Quais plataformas devo utilizar na UnB?,"A Universidade de Brasília (UnB) oferece uma variedade de plataformas para o ensino e aprendizado a distância. Além disso, você também pode acessar as seguintes plataformas:

- Acesso ao portal da UnB: Para acessar as opções relacionadas aos estágios, é necessário entrar no portal da UnB e selecionar as opções ""Estágio"" → ""Pré-Cadastro de Estágios"".
- Plataformas educacionais: A UnB utiliza plataformas educacionais para fornecer conteúdo de ensino e suporte ao aprendizado. Essas plataformas podem variar dependendo do curso ou programa em que você está inscrito.
- Bibliotecas digitais: A UnB dispõe de bibliotecas digitais que oferecem acesso a uma ampla coleção de recursos acadêmicos, incluindo livros, artigos e outros materiais de estudo.
- Ambientes virtuais de aprendizado: Além das plataformas educacionais, a UnB também utiliza ambientes virtuais de aprendizado para fornecer experiências de ensino mais interativas e personalizadas.

Desculpe, mas eu não sei te responder sobre quais plataformas específicas você deve utilizar na UnB. É recomendável entrar em contato com o Decanato de Ensino de Graduação (DEG) ou a Coordenação de Estágios (CESG) para obter informações mais precisas e atualizadas sobre as plataformas disponíveis para os estágios e outros programas da universidade.","['nos nossos polos de educação a distância, a UnB é lugar\nde ensinar e aprender todos os dias. Aproveitem as salas\nde aula, os anfiteatros, os laboratórios, os auditórios, os\njardins, as bibliotecas, as quadras, os campi e os ambien-Universidade de Brasília (UnB) – Decanato de Ensino de Graduação (DEG) \nDiretoria de Acompanhamento e Integração Acadêmica (DAIA) – Coordenação de Estágios (CESG) \n7 \n \n \n2) Ao entrar no portal, selecionar as opções: Estágio → Pré-Cadastro de Estágios, como ilustrado \nnas figuras abaixo.Universidade de Brasília (UnB) – Decanato de Ensino de Graduação (DEG) \nDiretoria de Acompanhamento e Integração Acadêmica (DAIA) – Coordenação de Estágios (CESG) \n8 \n \n \n2) Ao entrar no portal, selecionar as opções: Estágios → Pré-Cadastro de Estágios, como \nilustrado nas figuras abaixo.']","As principais plataformas utilizadas na UnB são o SIGAA/Matrícula Web para matrícula e registros, a plataforma APRENDER para ensino online e o e-mail institucional para comunicação oficial.",0.9999999999,0.9023700601184025,1.0,,0.8718701619849545,0.249999999375
